SYMBOL	cluster	uniprot	ENSEMBL	GENENAME	GO_terms	GO_names	pbc	p_value	present_median	present_average	present_consistency	xabsent_median	xabsent_average	xabsent_consistency
TMEM147	I14_OG006092	Q9BVK8	ENSG00000105677	transmembrane protein 147	GO:0005515; GO:0005789; GO:0005886; GO:0031965; GO:0032991; GO:0036228; GO:0043022; GO:0160063; GO:0160064	protein binding; endoplasmic reticulum membrane; plasma membrane; nuclear membrane; protein-containing complex; protein localization to nuclear inner membrane; ribosome binding; multi-pass transmembrane protein insertion into ER membrane; multi-pass translocon complex	0.4524	0.01092	1.0	0.5454545454545454	0.5454545454545454	0.0	0.125	0.125
TMEM258	I14_OG005049	P61165	ENSG00000134825	transmembrane protein 258	GO:0005515; GO:0005737; GO:0005783; GO:0005789; GO:0006487; GO:0006954; GO:0008250; GO:0016020; GO:0032991; GO:0034976; GO:0043227; GO:0062062; GO:1904019	protein binding; cytoplasm; endoplasmic reticulum; endoplasmic reticulum membrane; protein N-linked glycosylation; inflammatory response; oligosaccharyltransferase complex; membrane; protein-containing complex; response to endoplasmic reticulum stress; membrane-bounded organelle; oligosaccharyltransferase complex binding; epithelial cell apoptotic process	0.4567	0.01898	1	0.6363636363636364	0.6363636363636364	0.0	0.1875	0.1875
TMEM50A	I14_OG002948	O95807	ENSG00000183726	transmembrane protein 50A	GO:0005515; GO:0005783; GO:0016020; GO:0032511; GO:0043025; GO:0097386	protein binding; endoplasmic reticulum; membrane; late endosome to vacuole transport via multivesicular body sorting pathway; neuronal cell body; glial cell projection	0.6697	0.00306	1	0.6818181818181818	0.7272727272727273	0.0	0.0625	0.0625
TMEM50B	I14_OG002948	P56557	ENSG00000142188	transmembrane protein 50B	GO:0000139; GO:0005515; GO:0005783; GO:0005789; GO:0005886; GO:0032511	Golgi membrane; protein binding; endoplasmic reticulum; endoplasmic reticulum membrane; plasma membrane; late endosome to vacuole transport via multivesicular body sorting pathway	0.6697	0.00306	1	0.6818181818181818	0.7272727272727273	0.0	0.0625	0.0625
TMEM50B	I14_OG002948	P56557	ENSG00000263160	transmembrane protein 50B	GO:0000139; GO:0005515; GO:0005783; GO:0005789; GO:0005886; GO:0032511	Golgi membrane; protein binding; endoplasmic reticulum; endoplasmic reticulum membrane; plasma membrane; late endosome to vacuole transport via multivesicular body sorting pathway	0.6697	0.00306	1	0.6818181818181818	0.7272727272727273	0.0	0.0625	0.0625
TMEM63A	I14_OG000560	O94886	ENSG00000196187	transmembrane protein 63A	GO:0003676; GO:0005227; GO:0005515; GO:0005765; GO:0005886; GO:0008381; GO:0031901; GO:0034451; GO:0035579; GO:0043231; GO:0070062; GO:0070821; GO:0098655; GO:0160069; GO:1990760	nucleic acid binding; calcium-activated cation channel activity; protein binding; lysosomal membrane; plasma membrane; mechanosensitive monoatomic ion channel activity; early endosome membrane; centriolar satellite; specific granule membrane; intracellular membrane-bounded organelle; extracellular exosome; tertiary granule membrane; monoatomic cation transmembrane transport; surfactant secretion; osmolarity-sensing monoatomic cation channel activity	0.2932	0.03102	1	1.0	1.0	1.0	0.8125	0.8125
TMEM63B	I14_OG000560	Q5T3F8	ENSG00000137216	transmembrane protein 63B	GO:0005227; GO:0005886; GO:0006887; GO:0007605; GO:0008381; GO:0015629; GO:0031901; GO:0097233; GO:0098655; GO:0140135; GO:0160069; GO:1990760	calcium-activated cation channel activity; plasma membrane; exocytosis; sensory perception of sound; mechanosensitive monoatomic ion channel activity; actin cytoskeleton; early endosome membrane; alveolar lamellar body membrane; monoatomic cation transmembrane transport; mechanosensitive monoatomic cation channel activity; surfactant secretion; osmolarity-sensing monoatomic cation channel activity	0.2932	0.03102	1	1.0	1.0	1.0	0.8125	0.8125
TMEM63C	I14_OG000560	Q9P1W3	ENSG00000165548	transmembrane protein 63C	GO:0003094; GO:0005227; GO:0005789; GO:0005886; GO:0006812; GO:0098655; GO:1990760	glomerular filtration; calcium-activated cation channel activity; endoplasmic reticulum membrane; plasma membrane; monoatomic cation transport; monoatomic cation transmembrane transport; osmolarity-sensing monoatomic cation channel activity	0.2932	0.03102	1	1.0	1.0	1.0	0.8125	0.8125
TMOD1	I14_OG004468	P28289	ENSG00000136842	tropomodulin 1	GO:0003779; GO:0005523; GO:0005829; GO:0005856; GO:0005865; GO:0005884; GO:0006936; GO:0007015; GO:0008180; GO:0008344; GO:0016020; GO:0030016; GO:0030017; GO:0030239; GO:0030863; GO:0051694; GO:0070307	actin binding; tropomyosin binding; cytosol; cytoskeleton; striated muscle thin filament; actin filament; muscle contraction; actin filament organization; COP9 signalosome; adult locomotory behavior; membrane; myofibril; sarcomere; myofibril assembly; cortical cytoskeleton; pointed-end actin filament capping; lens fiber cell development	0.5103	0.03801	0.0	0.4090909090909091	0.4545454545454546	0.0	0.03125	0.0625
TMOD2	I14_OG004468	Q9NZR1	ENSG00000128872	tropomodulin 2	GO:0003779; GO:0005515; GO:0005523; GO:0005856; GO:0005865; GO:0006936; GO:0007015; GO:0007270; GO:0007399; GO:0007611; GO:0030016; GO:0030239; GO:0045202; GO:0045745; GO:0051694	actin binding; protein binding; tropomyosin binding; cytoskeleton; striated muscle thin filament; muscle contraction; actin filament organization; neuron-neuron synaptic transmission; nervous system development; learning or memory; myofibril; myofibril assembly; synapse; positive regulation of G protein-coupled receptor signaling pathway; pointed-end actin filament capping	0.5103	0.03801	0.0	0.4090909090909091	0.4545454545454546	0.0	0.03125	0.0625
TMOD3	I14_OG004468	Q9NYL9	ENSG00000138594	tropomodulin 3	GO:0003779; GO:0005515; GO:0005523; GO:0005856; GO:0005865; GO:0005912; GO:0006936; GO:0007015; GO:0030016; GO:0030239; GO:0044772; GO:0048821; GO:0051694; GO:0098609; GO:0098641; GO:1901992	actin binding; protein binding; tropomyosin binding; cytoskeleton; striated muscle thin filament; adherens junction; muscle contraction; actin filament organization; myofibril; myofibril assembly; mitotic cell cycle phase transition; erythrocyte development; pointed-end actin filament capping; cell-cell adhesion; cadherin binding involved in cell-cell adhesion; positive regulation of mitotic cell cycle phase transition	0.5103	0.03801	0.0	0.4090909090909091	0.4545454545454546	0.0	0.03125	0.0625
TMOD4	I14_OG004468	Q9NZQ9	ENSG00000163157	tropomodulin 4	GO:0003779; GO:0005515; GO:0005523; GO:0005856; GO:0005865; GO:0006936; GO:0007015; GO:0030016; GO:0030239; GO:0051694	actin binding; protein binding; tropomyosin binding; cytoskeleton; striated muscle thin filament; muscle contraction; actin filament organization; myofibril; myofibril assembly; pointed-end actin filament capping	0.5103	0.03801	0.0	0.4090909090909091	0.4545454545454546	0.0	0.03125	0.0625
TMTC1	I14_OG001966	Q8IUR5	ENSG00000133687	transmembrane O-mannosyltransferase targeting cadherins 1	GO:0000030; GO:0004169; GO:0005515; GO:0005783; GO:0006396; GO:0016020; GO:0035269	mannosyltransferase activity; dolichyl-phosphate-mannose-protein mannosyltransferase activity; protein binding; endoplasmic reticulum; RNA processing; membrane; protein O-linked mannosylation	0.4404	0.00206	1.0	0.9545454545454546	1.0	1.0	0.5625	0.5625
TMTC2	I14_OG001966	Q8N394	ENSG00000179104	transmembrane O-mannosyltransferase targeting cadherins 2	GO:0000030; GO:0004169; GO:0005515; GO:0005783; GO:0005789; GO:0035269; GO:0055074	mannosyltransferase activity; dolichyl-phosphate-mannose-protein mannosyltransferase activity; protein binding; endoplasmic reticulum; endoplasmic reticulum membrane; protein O-linked mannosylation; calcium ion homeostasis	0.4404	0.00206	1.0	0.9545454545454546	1.0	1.0	0.5625	0.5625
TMTC4	I14_OG001966	Q5T4D3	ENSG00000125247	transmembrane O-mannosyltransferase targeting cadherins 4	GO:0000030; GO:0004169; GO:0005783; GO:0007605; GO:0016020; GO:0030968; GO:0032470; GO:0035269; GO:0051117; GO:1905584	mannosyltransferase activity; dolichyl-phosphate-mannose-protein mannosyltransferase activity; endoplasmic reticulum; sensory perception of sound; membrane; endoplasmic reticulum unfolded protein response; positive regulation of endoplasmic reticulum calcium ion concentration; protein O-linked mannosylation; ATPase binding; outer hair cell apoptotic process	0.4404	0.00206	1.0	0.9545454545454546	1.0	1.0	0.5625	0.5625
TP53I3	I20_OG000252	Q53FA7	ENSG00000115129	tumor protein p53 inducible protein 3	GO:0003960; GO:0005829; GO:0006739; GO:0042803; GO:0048038; GO:0070402	NADPH:quinone reductase activity; cytosol; NADP metabolic process; protein homodimerization activity; quinone binding; NADPH binding	0.4432	0.00026	1	1.0	1.0	1.0	0.625	0.625
TPGS1	I14_OG009626	Q6ZTW0	ENSG00000141933	tubulin polyglutamylase complex subunit 1	GO:0005737; GO:0005813; GO:0005815; GO:0005874; GO:0007268; GO:0007288; GO:0008017; GO:0030424; GO:0030425; GO:0030534; GO:0031514; GO:0034451; GO:0045202; GO:0051648; GO:0070740	cytoplasm; centrosome; microtubule organizing center; microtubule; chemical synaptic transmission; sperm axoneme assembly; microtubule binding; axon; dendrite; adult behavior; motile cilium; centriolar satellite; synapse; vesicle localization; tubulin-glutamic acid ligase activity	0.4633	0.01954	0.0	0.45454545454545453	0.4545454545454546	0.0	0.0625	0.0625
TRAF7	I14_OG006015	Q6Q0C0	ENSG00000131653	TNF receptor associated factor 7	GO:0000151; GO:0004842; GO:0005515; GO:0005634; GO:0005886; GO:0006915; GO:0008270; GO:0016567; GO:0031410; GO:0035519; GO:0043231; GO:0043410; GO:0043525; GO:0061630; GO:0070372; GO:2000060; GO:2001235	ubiquitin ligase complex; ubiquitin-protein transferase activity; protein binding; nucleus; plasma membrane; apoptotic process; zinc ion binding; protein ubiquitination; cytoplasmic vesicle; protein K29-linked ubiquitination; intracellular membrane-bounded organelle; positive regulation of MAPK cascade; positive regulation of neuron apoptotic process; ubiquitin protein ligase activity; regulation of ERK1 and ERK2 cascade; positive regulation of ubiquitin-dependent protein catabolic process; positive regulation of apoptotic signaling pathway	0.334	0.00123	1	1.0	1.0	1.0	0.78125	0.8125
TREX1	I14_OG011083	Q9NSU2	ENSG00000213689	three prime repair exonuclease 1	GO:0000287; GO:0001568; GO:0001822; GO:0002253; GO:0002281; GO:0002320; GO:0002383; GO:0002437; GO:0002457; GO:0002637; GO:0003007; GO:0003015; GO:0003228; GO:0003690; GO:0003697; GO:0005515; GO:0005635; GO:0005737; GO:0005789; GO:0005829; GO:0006091; GO:0006110; GO:0006259; GO:0006260; GO:0006281; GO:0006298; GO:0006304; GO:0006308; GO:0006310; GO:0008250; GO:0008296; GO:0008301; GO:0008311; GO:0008340; GO:0008408; GO:0019217; GO:0031571; GO:0032197; GO:0032405; GO:0032407; GO:0032479; GO:0032558; GO:0032680; GO:0032993; GO:0034614; GO:0035458; GO:0035781; GO:0042803; GO:0043277; GO:0043457; GO:0043596; GO:0045184; GO:0045824; GO:0046872; GO:0046890; GO:0050699; GO:0050727; GO:0050821; GO:0050863; GO:0051607; GO:0060337; GO:0060339; GO:0061635; GO:0071480; GO:0072711; GO:0097281; GO:0160049; GO:1904161; GO:1905671	magnesium ion binding; blood vessel development; kidney development; activation of immune response; macrophage activation involved in immune response; lymphoid progenitor cell differentiation; immune response in brain or nervous system; inflammatory response to antigenic stimulus; T cell antigen processing and presentation; regulation of immunoglobulin production; heart morphogenesis; heart process; atrial cardiac muscle tissue development; double-stranded DNA binding; single-stranded DNA binding; protein binding; nuclear envelope; cytoplasm; endoplasmic reticulum membrane; cytosol; generation of precursor metabolites and energy; regulation of glycolytic process; DNA metabolic process; DNA replication; DNA repair; mismatch repair; DNA modification; DNA catabolic process; DNA recombination; oligosaccharyltransferase complex; 3'-5'-DNA exonuclease activity; DNA binding, bending; double-stranded DNA 3'-5' DNA exonuclease activity; determination of adult lifespan; 3'-5' exonuclease activity; regulation of fatty acid metabolic process; mitotic G1 DNA damage checkpoint signaling; retrotransposition; MutLalpha complex binding; MutSalpha complex binding; regulation of type I interferon production; adenyl deoxyribonucleotide binding; regulation of tumor necrosis factor production; protein-DNA complex; cellular response to reactive oxygen species; cellular response to interferon-beta; CD86 biosynthetic process; protein homodimerization activity; apoptotic cell clearance; regulation of cellular respiration; nuclear replication fork; establishment of protein localization; negative regulation of innate immune response; metal ion binding; regulation of lipid biosynthetic process; WW domain binding; regulation of inflammatory response; protein stabilization; regulation of T cell activation; defense response to virus; type I interferon-mediated signaling pathway; negative regulation of type I interferon-mediated signaling pathway; regulation of protein complex stability; cellular response to gamma radiation; cellular response to hydroxyurea; immune complex formation; negative regulation of cGAS/STING signaling pathway; DNA synthesis involved in UV-damage excision repair; regulation of lysosome organization	0.5697	0.01558	0.5	0.5454545454545454	0.6363636363636364	0.0	0.0625	0.0625
TREX2	I14_OG011083	Q9BQ50	ENSG00000183479	three prime repair exonuclease 2	GO:0000287; GO:0003677; GO:0005515; GO:0005634; GO:0005737; GO:0006259; GO:0006281; GO:0006308; GO:0008296; GO:0008311; GO:0042803; GO:0060090	magnesium ion binding; DNA binding; protein binding; nucleus; cytoplasm; DNA metabolic process; DNA repair; DNA catabolic process; 3'-5'-DNA exonuclease activity; double-stranded DNA 3'-5' DNA exonuclease activity; protein homodimerization activity; molecular adaptor activity	0.5697	0.01558	0.5	0.5454545454545454	0.6363636363636364	0.0	0.0625	0.0625
TRMT44	I14_OG006528	Q8IYL2	ENSG00000155275	tRNA methyltransferase 44 homolog	GO:0005737; GO:0016300; GO:0030488; GO:0046872; GO:0141101	cytoplasm; tRNA (uridine) methyltransferase activity; tRNA methylation; metal ion binding; tRNA(Ser) (uridine(44)-2'-O-)-methyltransferase activity	0.3809	0.03607	0	0.36363636363636365	0.36363636363636365	0.0	0.0625	0.0625
TSNAXIP1	I14_OG012766	Q2TAA8	ENSG00000102904	translin associated factor X interacting protein 1	GO:0005515; GO:0005737; GO:0007283; GO:0030154; GO:0048471	protein binding; cytoplasm; spermatogenesis; cell differentiation; perinuclear region of cytoplasm	0.4354	0.01369	0	0.4090909090909091	0.4545454545454546	0.0	0.0625	0.0625
TTC33	I14_OG006491	Q6PID6	ENSG00000113638	tetratricopeptide repeat domain 33	GO:0005515	protein binding	0.516	0.0023	0.5	0.5	0.5454545454545454	0.0	0.0625	0.0625
TTF2	I60_OG000143	Q9UNY4	ENSG00000116830	transcription termination factor 2	GO:0003677; GO:0004386; GO:0005515; GO:0005524; GO:0005634; GO:0005681; GO:0005829; GO:0006281; GO:0006353; GO:0006369; GO:0006397; GO:0008023; GO:0008094; GO:0008270; GO:0008380; GO:0016787	DNA binding; helicase activity; protein binding; ATP binding; nucleus; spliceosomal complex; cytosol; DNA repair; DNA-templated transcription termination; termination of RNA polymerase II transcription; mRNA processing; transcription elongation factor complex; ATP-dependent activity, acting on DNA; zinc ion binding; RNA splicing; hydrolase activity	0.3458	0.0292	1	1.0	1.0	1.0	0.75	0.75
TYSND1	I14_OG006117	Q2T9J0	ENSG00000156521	trypsin like peroxisomal matrix peptidase 1	GO:0002020; GO:0004252; GO:0005515; GO:0005777; GO:0005782; GO:0005829; GO:0006508; GO:0016020; GO:0016485; GO:0031998; GO:0042802	protease binding; serine-type endopeptidase activity; protein binding; peroxisome; peroxisomal matrix; cytosol; proteolysis; membrane; protein processing; regulation of fatty acid beta-oxidation; identical protein binding	0.4633	0.02032	0.0	0.45454545454545453	0.4545454545454546	0.0	0.0625	0.0625
UBA5	I14_OG003570	Q9GZZ9	ENSG00000081307	ubiquitin like modifier activating enzyme 5	GO:0005515; GO:0005524; GO:0005634; GO:0005737; GO:0005789; GO:0005794; GO:0005829; GO:0008270; GO:0030218; GO:0030219; GO:0032649; GO:0033146; GO:0034976; GO:0042803; GO:0043231; GO:0050905; GO:0061709; GO:0071566; GO:0071569; GO:1990592	protein binding; ATP binding; nucleus; cytoplasm; endoplasmic reticulum membrane; Golgi apparatus; cytosol; zinc ion binding; erythrocyte differentiation; megakaryocyte differentiation; regulation of type II interferon production; regulation of intracellular estrogen receptor signaling pathway; response to endoplasmic reticulum stress; protein homodimerization activity; intracellular membrane-bounded organelle; neuromuscular process; reticulophagy; UFM1 activating enzyme activity; protein ufmylation; protein K69-linked ufmylation	1	0	1	1.0	1.0	0.0	0.0	0.0
UBE2T	I60_OG003888	Q9NPD8	ENSG00000077152	ubiquitin conjugating enzyme E2 T	GO:0000209; GO:0003682; GO:0004842; GO:0005515; GO:0005524; GO:0005634; GO:0005654; GO:0005730; GO:0006281; GO:0006513; GO:0006974; GO:0031625; GO:0035519; GO:0044314; GO:0051865; GO:0061631; GO:0070534; GO:0070936; GO:0070979; GO:0085020	protein polyubiquitination; chromatin binding; ubiquitin-protein transferase activity; protein binding; ATP binding; nucleus; nucleoplasm; nucleolus; DNA repair; protein monoubiquitination; DNA damage response; ubiquitin protein ligase binding; protein K29-linked ubiquitination; protein K27-linked ubiquitination; protein autoubiquitination; ubiquitin conjugating enzyme activity; protein K63-linked ubiquitination; protein K48-linked ubiquitination; protein K11-linked ubiquitination; protein K6-linked ubiquitination	0.4719	0.02529	1	0.7272727272727273	0.7272727272727273	0.0	0.25	0.25
UBR3	I14_OG011431	Q6ZT12	ENSG00000144357	ubiquitin protein ligase E3 component n-recognin 3	GO:0000151; GO:0001701; GO:0001967; GO:0004842; GO:0005737; GO:0006511; GO:0007608; GO:0008270; GO:0009792; GO:0016020; GO:0016567; GO:0042048; GO:0045732; GO:0061630; GO:0071596; GO:1904878	ubiquitin ligase complex; in utero embryonic development; suckling behavior; ubiquitin-protein transferase activity; cytoplasm; ubiquitin-dependent protein catabolic process; sensory perception of smell; zinc ion binding; embryo development ending in birth or egg hatching; membrane; protein ubiquitination; olfactory behavior; positive regulation of protein catabolic process; ubiquitin protein ligase activity; ubiquitin-dependent protein catabolic process via the N-end rule pathway; negative regulation of calcium ion transmembrane transport via high voltage-gated calcium channel	0.5431	0.02839	1	0.9545454545454546	1.0	0.0	0.4375	0.4375
UFC1	I14_OG003906	Q9Y3C8	ENSG00000143222	ubiquitin-fold modifier conjugating enzyme 1	GO:0005515; GO:0007420; GO:0032649; GO:0034976; GO:0061657; GO:0061709; GO:0070062; GO:0071568; GO:0071569; GO:1990592	protein binding; brain development; regulation of type II interferon production; response to endoplasmic reticulum stress; UFM1 conjugating enzyme activity; reticulophagy; extracellular exosome; UFM1 transferase activity; protein ufmylation; protein K69-linked ufmylation	1	0	1	1.0	1.0	0.0	0.0	0.0
UFL1	I14_OG004215	O94874	ENSG00000014123	UFM1 specific ligase 1	GO:0000077; GO:0001649; GO:0002841; GO:0005515; GO:0005634; GO:0005737; GO:0005741; GO:0005783; GO:0005789; GO:0005829; GO:0006281; GO:0006974; GO:0008284; GO:0010508; GO:0016020; GO:0019901; GO:0030218; GO:0031397; GO:0032088; GO:0032434; GO:0032790; GO:0032880; GO:0032991; GO:0033146; GO:0034976; GO:0035861; GO:0043005; GO:0043066; GO:0043122; GO:0050727; GO:0050821; GO:0050868; GO:0060218; GO:0060252; GO:0061666; GO:0061709; GO:0071568; GO:0071569; GO:0072344; GO:0140501; GO:1902065; GO:1903052; GO:1903895; GO:1990592	DNA damage checkpoint signaling; osteoblast differentiation; negative regulation of T cell mediated immune response to tumor cell; protein binding; nucleus; cytoplasm; mitochondrial outer membrane; endoplasmic reticulum; endoplasmic reticulum membrane; cytosol; DNA repair; DNA damage response; positive regulation of cell population proliferation; positive regulation of autophagy; membrane; protein kinase binding; erythrocyte differentiation; negative regulation of protein ubiquitination; negative regulation of NF-kappaB transcription factor activity; regulation of proteasomal ubiquitin-dependent protein catabolic process; ribosome disassembly; regulation of protein localization; protein-containing complex; regulation of intracellular estrogen receptor signaling pathway; response to endoplasmic reticulum stress; site of double-strand break; neuron projection; negative regulation of apoptotic process; regulation of canonical NF-kappaB signal transduction; regulation of inflammatory response; protein stabilization; negative regulation of T cell activation; hematopoietic stem cell differentiation; positive regulation of glial cell proliferation; UFM1 ligase activity; reticulophagy; UFM1 transferase activity; protein ufmylation; rescue of stalled ribosome; positive regulation of reticulophagy; response to L-glutamate; positive regulation of proteolysis involved in protein catabolic process; negative regulation of IRE1-mediated unfolded protein response; protein K69-linked ufmylation	0.6359	0.00665	1	1.0	1.0	0.0	0.375	0.375
UFM1	I14_OG003540	P61960	ENSG00000120686	ubiquitin fold modifier 1	GO:0005515; GO:0005634; GO:0005737; GO:0005783; GO:0007420; GO:0033146; GO:0034976; GO:0042308; GO:0043066; GO:0061709; GO:0071569; GO:1990592	protein binding; nucleus; cytoplasm; endoplasmic reticulum; brain development; regulation of intracellular estrogen receptor signaling pathway; response to endoplasmic reticulum stress; negative regulation of protein import into nucleus; negative regulation of apoptotic process; reticulophagy; protein ufmylation; protein K69-linked ufmylation	0.927	0	1	1.0	1.0	0.0	0.0625	0.0625
UFSP1	I14_OG003205	Q6NVU6	ENSG00000176125	UFM1 specific peptidase 1	GO:0005515; GO:0005829; GO:0006508; GO:0008234; GO:0051604; GO:0071567; GO:0071569	protein binding; cytosol; proteolysis; cysteine-type peptidase activity; protein maturation; deUFMylase activity; protein ufmylation	0.927	0	1	1.0	1.0	0.0	0.0625	0.0625
UFSP2	I14_OG003205	Q9NUQ7	ENSG00000109775	UFM1 specific peptidase 2	GO:0005515; GO:0005634; GO:0005737; GO:0005783; GO:0006508; GO:0032649; GO:0032790; GO:0033146; GO:0071567; GO:0072344; GO:1903051	protein binding; nucleus; cytoplasm; endoplasmic reticulum; proteolysis; regulation of type II interferon production; ribosome disassembly; regulation of intracellular estrogen receptor signaling pathway; deUFMylase activity; rescue of stalled ribosome; negative regulation of proteolysis involved in protein catabolic process	0.927	0	1	1.0	1.0	0.0	0.0625	0.0625
VAT1	I20_OG000252	Q99536	ENSG00000108828	vesicle amine transport 1	GO:0005515; GO:0005576; GO:0005741; GO:0008270; GO:0010637; GO:0016020; GO:0016491; GO:0035578; GO:0070062	protein binding; extracellular region; mitochondrial outer membrane; zinc ion binding; negative regulation of mitochondrial fusion; membrane; oxidoreductase activity; azurophil granule lumen; extracellular exosome	0.4432	0.00026	1	1.0	1.0	1.0	0.625	0.625
VAT1L	I20_OG000252	Q9HCJ6	ENSG00000171724	vesicle amine transport 1 like	GO:0005515; GO:0008270; GO:0016491	protein binding; zinc ion binding; oxidoreductase activity	0.4432	0.00026	1	1.0	1.0	1.0	0.625	0.625
VCAM1	I14_OG003095	P19320	ENSG00000162692	vascular cell adhesion molecule 1	GO:0001666; GO:0002102; GO:0002544; GO:0005178; GO:0005615; GO:0005769; GO:0005783; GO:0005794; GO:0005886; GO:0005902; GO:0006954; GO:0007155; GO:0007157; GO:0007159; GO:0007160; GO:0007584; GO:0008131; GO:0009308; GO:0009897; GO:0009986; GO:0010043; GO:0010212; GO:0022614; GO:0030175; GO:0030183; GO:0032496; GO:0033631; GO:0034113; GO:0035094; GO:0035924; GO:0042102; GO:0042383; GO:0045177; GO:0045471; GO:0050839; GO:0050901; GO:0060326; GO:0060384; GO:0060945; GO:0070062; GO:0071065; GO:0071356; GO:0098631; GO:1904646	response to hypoxia; podosome; chronic inflammatory response; integrin binding; extracellular space; early endosome; endoplasmic reticulum; Golgi apparatus; plasma membrane; microvillus; inflammatory response; cell adhesion; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules; leukocyte cell-cell adhesion; cell-matrix adhesion; response to nutrient; primary methylamine oxidase activity; amine metabolic process; external side of plasma membrane; cell surface; response to zinc ion; response to ionizing radiation; membrane to membrane docking; filopodium; B cell differentiation; response to lipopolysaccharide; cell-cell adhesion mediated by integrin; heterotypic cell-cell adhesion; response to nicotine; cellular response to vascular endothelial growth factor stimulus; positive regulation of T cell proliferation; sarcolemma; apical part of cell; response to ethanol; cell adhesion molecule binding; leukocyte tethering or rolling; cell chemotaxis; innervation; cardiac neuron differentiation; extracellular exosome; alpha9-beta1 integrin-vascular cell adhesion molecule-1 complex; cellular response to tumor necrosis factor; cell adhesion mediator activity; cellular response to amyloid-beta	0.4084	0.02876	0	0.22727272727272727	0.2727272727272727	0.0	0.0	0.0
VCPKMT	I20_OG000328	Q9H867	ENSG00000100483	valosin containing protein lysine methyltransferase	GO:0005515; GO:0005737; GO:0005829; GO:0006338; GO:0016279; GO:0018022; GO:0018023; GO:0032780; GO:0032991; GO:0042054; GO:0051117	protein binding; cytoplasm; cytosol; chromatin remodeling; protein-lysine N-methyltransferase activity; peptidyl-lysine methylation; peptidyl-lysine trimethylation; negative regulation of ATP-dependent activity; protein-containing complex; histone methyltransferase activity; ATPase binding	0.2791	0.00468	1	0.9545454545454546	1.0	1.0	0.75	0.75
VMA12	I14_OG009552	Q8N511	ENSG00000244045	vacuolar ATPase assembly factor VMA12	GO:0005515; GO:0005764; GO:0005783; GO:0005789; GO:0006879; GO:0007042; GO:0008142; GO:0012505; GO:0016471; GO:0030663; GO:0033116; GO:0036295; GO:0070072; GO:1905146	protein binding; lysosome; endoplasmic reticulum; endoplasmic reticulum membrane; intracellular iron ion homeostasis; lysosomal lumen acidification; oxysterol binding; endomembrane system; vacuolar proton-transporting V-type ATPase complex; COPI-coated vesicle membrane; endoplasmic reticulum-Golgi intermediate compartment membrane; cellular response to increased oxygen levels; vacuolar proton-transporting V-type ATPase complex assembly; lysosomal protein catabolic process	0.4907	0.0258	1	0.7272727272727273	0.8181818181818181	0.0	0.25	0.25
VMA22	I14_OG000423	Q96NT0	ENSG00000136710	vacuolar ATPase assembly factor VMA22	GO:0005515; GO:0005764; GO:0005768; GO:0005783; GO:0005793; GO:0006879; GO:0007042; GO:0016020; GO:0016471; GO:0030137; GO:0036295; GO:0051082; GO:0070072; GO:1905146	protein binding; lysosome; endosome; endoplasmic reticulum; endoplasmic reticulum-Golgi intermediate compartment; intracellular iron ion homeostasis; lysosomal lumen acidification; membrane; vacuolar proton-transporting V-type ATPase complex; COPI-coated vesicle; cellular response to increased oxygen levels; unfolded protein binding; vacuolar proton-transporting V-type ATPase complex assembly; lysosomal protein catabolic process	0.4404	0.00046	1	0.9545454545454546	1.0	1.0	0.5625	0.5625
VSIG10	I14_OG003095	Q8N0Z9	ENSG00000176834	V-set and immunoglobulin domain containing 10	GO:0005886; GO:0005911; GO:0007416; GO:0050839; GO:0098609	plasma membrane; cell-cell junction; synapse assembly; cell adhesion molecule binding; cell-cell adhesion	0.4084	0.02876	0	0.22727272727272727	0.2727272727272727	0.0	0.0	0.0
VSIG10L2	I14_OG003095	P0DP72	ENSG00000283703	V-set and immunoglobulin domain containing 10 like 2	GO:0005886; GO:0005911; GO:0050839; GO:0098609	plasma membrane; cell-cell junction; cell adhesion molecule binding; cell-cell adhesion	0.4084	0.02876	0	0.22727272727272727	0.2727272727272727	0.0	0.0	0.0
VWF	I14_OG000738	P04275	ENSG00000110799	von Willebrand factor	GO:0002020; GO:0005178; GO:0005201; GO:0005515; GO:0005518; GO:0005576; GO:0005615; GO:0005783; GO:0007155; GO:0007596; GO:0007599; GO:0009611; GO:0019865; GO:0030168; GO:0031012; GO:0031091; GO:0031093; GO:0031589; GO:0033093; GO:0042802; GO:0051087; GO:0062023; GO:0070062; GO:1902533	protease binding; integrin binding; extracellular matrix structural constituent; protein binding; collagen binding; extracellular region; extracellular space; endoplasmic reticulum; cell adhesion; blood coagulation; hemostasis; response to wounding; immunoglobulin binding; platelet activation; extracellular matrix; platelet alpha granule; platelet alpha granule lumen; cell-substrate adhesion; Weibel-Palade body; identical protein binding; protein-folding chaperone binding; collagen-containing extracellular matrix; extracellular exosome; positive regulation of intracellular signal transduction	0.4524	0.01249	1.0	0.5454545454545454	0.5454545454545454	0.0	0.125	0.125
