number	bait	prey	IPTM	PTM	IPTMavg	PTMavg	RATIO	PEAK	PEAKavg	scaled_PEAK	scaled_PEAKavg	max_scaled_PEAK	mean_top3_scaled_PEAK
736	hsUBA5	Q6MZZ7	0.203:0.173:0.163:0.15:0.151	0.475:0.479:0.473:0.485:0.477	0.168	0.4778	0.351612	9.64:20.09:21.86:23.53:24.61	19.946	0.679:0.33:0.271:0.216:0.18	0.335	0.679	0.4266666666666667
631	hsUBA5	Q5H913	0.198:0.187:0.149:0.143:0.136	0.46:0.477:0.465:0.458:0.456	0.1626	0.4632	0.351036	13.95:13.91:18.42:20.22:21.62	17.624	0.535:0.536:0.386:0.326:0.279	0.413	0.536	0.4856666666666667
770	hsUBA5	Q8IX29	0.166:0.162:0.156:0.15:0.136	0.449:0.443:0.438:0.433:0.433	0.154	0.4392	0.350638	15.24:18.95:17.06:19.73:19.91	18.178	0.492:0.368:0.431:0.342:0.336	0.394	0.492	0.43033333333333335
867	hsUFC1	Q9BYZ6	0.27:0.257:0.229:0.198:0.152	0.64:0.639:0.631:0.622:0.626	0.2212	0.6316	0.350222	13.69:12.2:17.47:19.77:24.66	17.558	0.544:0.593:0.418:0.341:0.178	0.415	0.593	0.5183333333333333
1288	hsUFC1	Q96BZ4	0.332:0.229:0.206:0.207:0.173	0.681:0.654:0.653:0.645:0.643	0.2294	0.6552	0.350122	7.88:11.12:14.48:17.56:19.89	14.186	0.737:0.629:0.517:0.415:0.337	0.527	0.737	0.6276666666666667
456	hsUBA5	Q8TC12	0.186:0.167:0.158:0.151:0.139	0.459:0.458:0.452:0.462:0.46	0.1602	0.4582	0.349629	15.68:16.33:20.73:20.56:20.59	18.778	0.477:0.456:0.309:0.315:0.314	0.374	0.477	0.416
289	hsUBA5	Q9BSM1	0.21:0.166:0.164:0.148:0.142	0.475:0.484:0.48:0.471:0.467	0.166	0.4754	0.34918	13.7:17.72:16.84:17.95:21.47	17.536	0.543:0.409:0.439:0.402:0.284	0.415	0.543	0.46366666666666667
333	hsUBA5	Q99578	0.213:0.177:0.171:0.166:0.163	0.525:0.51:0.508:0.501:0.506	0.178	0.51	0.34902	11.58:16.47:17.11:17.45:17.16	15.954	0.614:0.451:0.43:0.418:0.428	0.468	0.614	0.49833333333333335
616	hsUBA5	Q8IYK8	0.171:0.166:0.158:0.146:0.136	0.441:0.447:0.45:0.447:0.442	0.1554	0.4454	0.3489	16.89:17.27:16.31:17.53:21.25	17.85	0.437:0.424:0.456:0.416:0.292	0.405	0.456	0.439
1274	hsUFC1	Q6XR72	0.182:0.171:0.162:0.138:0.128	0.47:0.45:0.447:0.443:0.43	0.1562	0.448	0.348661	17.53:17.09:18.7:22.77:24.64	20.146	0.416:0.43:0.377:0.241:0.179	0.328	0.43	0.4076666666666667
31	hsUBA5	P51452	0.193:0.184:0.167:0.156:0.155	0.495:0.501:0.483:0.491:0.483	0.171	0.4906	0.348553	12.28:11.71:12.05:14.79:12.52	12.67	0.591:0.61:0.598:0.507:0.583	0.578	0.61	0.5996666666666667
131	hsUBA5	Q8NEW0	0.166:0.154:0.153:0.15:0.132	0.428:0.442:0.434:0.434:0.429	0.151	0.4334	0.348408	13.12:18:18.41:18.5:20.2	17.646	0.563:0.4:0.386:0.383:0.327	0.412	0.563	0.44966666666666666
44	hsUBA5	Q9UGC6	0.22:0.181:0.175:0.159:0.146	0.526:0.502:0.509:0.494:0.5	0.1762	0.5062	0.348084	12.96:11.09:12.7:12.7:13.94	12.678	0.568:0.63:0.577:0.577:0.535	0.577	0.63	0.5946666666666667
1409	hsUFC1	P10114	0.24:0.236:0.161:0.151:0.147	0.561:0.548:0.528:0.526:0.524	0.187	0.5374	0.347972	10:8.94:13.62:14.74:14.55	12.37	0.667:0.702:0.546:0.509:0.515	0.588	0.702	0.6383333333333333
507	hsUBA5	Q92624	0.239:0.225:0.224:0.208:0.158	0.604:0.618:0.603:0.597:0.608	0.2108	0.606	0.347855	11.97:15.52:12.98:14.68:21.59	15.348	0.601:0.483:0.567:0.511:0.28	0.488	0.601	0.5596666666666666
1360	hsUFC1	Q9NYP9	0.167:0.168:0.145:0.14:0.137	0.431:0.417:0.444:0.455:0.43	0.1514	0.4354	0.347726	17.02:16.48:18.47:16.77:19.39	17.626	0.433:0.451:0.384:0.441:0.354	0.412	0.451	0.44166666666666665
148	hsUBA5	Q96CJ1	0.197:0.191:0.176:0.142:0.131	0.482:0.479:0.482:0.487:0.478	0.1674	0.4816	0.347591	12.43:12.27:13.16:14.55:20.16	14.514	0.586:0.591:0.561:0.515:0.328	0.516	0.591	0.5793333333333334
541	hsUBA5	P61225	0.231:0.179:0.179:0.165:0.16	0.543:0.53:0.515:0.523:0.523	0.1828	0.5268	0.347001	11.23:16.67:16.91:19.53:18.27	16.522	0.626:0.444:0.436:0.349:0.391	0.449	0.626	0.502
1007	hsUFC1	Q9Y4P3	0.315:0.226:0.197:0.184:0.16	0.64:0.627:0.615:0.619:0.618	0.2164	0.6238	0.346906	13.82:11.81:16.95:15.09:17.2	14.974	0.539:0.606:0.435:0.497:0.427	0.501	0.606	0.5473333333333333
1431	hsUFC1	Q11206	0.341:0.232:0.214:0.133:0.128	0.642:0.616:0.603:0.581:0.58	0.2096	0.6044	0.34679	8.55:12.16:14.41:18.7:21.2	15.004	0.715:0.595:0.52:0.377:0.293	0.5	0.715	0.61
866	hsUFC1	Q9Y282	0.253:0.153:0.152:0.136:0.131	0.48:0.485:0.474:0.479:0.461	0.165	0.4758	0.346784	13.91:18.48:20.34:22.52:22.88	19.626	0.536:0.384:0.322:0.249:0.237	0.346	0.536	0.41400000000000003
921	hsUFC1	P20807	0.256:0.228:0.217:0.211:0.144	0.613:0.619:0.626:0.611:0.577	0.2112	0.6092	0.346684	15.54:18.5:19.66:19.33:26.05	19.816	0.482:0.383:0.345:0.356:0.132	0.339	0.482	0.407
808	hsUFC1	Q96AZ1	0.238:0.223:0.191:0.184:0.171	0.594:0.592:0.575:0.576:0.569	0.2014	0.5812	0.346524	9.32:9.41:11.99:9.93:11.53	10.436	0.689:0.686:0.6:0.669:0.616	0.652	0.689	0.6813333333333333
379	hsUBA5	Q9ULI1	0.261:0.245:0.24:0.236:0.23	0.708:0.707:0.7:0.696:0.692	0.2424	0.7006	0.345989	22:14.43:16.88:23.06:22.7	19.814	0.267:0.519:0.437:0.231:0.243	0.34	0.519	0.4076666666666667
587	hsUBA5	Q8NFW8	0.147:0.144:0.141:0.137:0.133	0.413:0.403:0.406:0.403:0.404	0.1404	0.4058	0.345983	20.75:20.77:22.44:22.56:23.84	22.072	0.308:0.308:0.252:0.248:0.205	0.264	0.308	0.28933333333333333
958	hsUFC1	Q86VX2	0.19:0.159:0.16:0.154:0.151	0.488:0.469:0.462:0.467:0.467	0.1628	0.4706	0.345941	8.51:11.45:12.5:10.38:11.09	10.786	0.716:0.618:0.583:0.654:0.63	0.64	0.716	0.6666666666666666
127	hsUBA5	P01112	0.192:0.186:0.183:0.176:0.175	0.531:0.526:0.533:0.522:0.525	0.1824	0.5274	0.345848	13.79:15.64:16.8:18.19:17.34	16.352	0.54:0.479:0.44:0.394:0.422	0.455	0.54	0.48633333333333334
968	hsUFC1	Q86SG6	0.209:0.168:0.165:0.15:0.146	0.487:0.485:0.486:0.481:0.486	0.1676	0.485	0.345567	18.86:20.66:22.69:24.7:25.62	22.506	0.371:0.311:0.244:0.177:0.146	0.25	0.371	0.30866666666666664
1287	hsUFC1	Q96BR1	0.217:0.18:0.173:0.16:0.138	0.525:0.498:0.498:0.49:0.501	0.1736	0.5024	0.345541	16.33:18.17:20.36:21.59:23.2	19.93	0.456:0.394:0.321:0.28:0.227	0.336	0.456	0.39033333333333337
715	hsUBA5	Q99829	0.178:0.176:0.171:0.151:0.152	0.518:0.486:0.488:0.474:0.431	0.1656	0.4794	0.345432	17.55:15.89:20.45:22.77:22.7	19.872	0.415:0.47:0.318:0.241:0.243	0.338	0.47	0.40099999999999997
320	hsUBA5	Q969R8	0.214:0.179:0.176:0.15:0.129	0.505:0.506:0.493:0.479:0.472	0.1696	0.491	0.345418	13.52:17.34:16.45:20.16:24.88	18.47	0.549:0.422:0.452:0.328:0.171	0.384	0.549	0.47433333333333333
613	hsUBA5	Q6NUI2	0.24:0.225:0.223:0.217:0.207	0.652:0.647:0.644:0.642:0.635	0.2224	0.644	0.345342	13.19:16.3:12.5:14.92:13.85	14.152	0.56:0.457:0.583:0.503:0.538	0.528	0.583	0.56033333333333335
325	hsUBA5	P00167	0.192:0.191:0.18:0.177:0.165	0.53:0.527:0.523:0.521:0.52	0.181	0.5242	0.345288	12.77:10.72:12.67:15.22:14.77	13.23	0.574:0.643:0.578:0.493:0.508	0.559	0.643	0.5983333333333333
871	hsUFC1	Q9Y243	0.209:0.173:0.172:0.174:0.143	0.51:0.511:0.509:0.497:0.496	0.1742	0.5046	0.345224	16.89:18.25:19.73:17.14:21.77	18.756	0.437:0.392:0.342:0.429:0.274	0.375	0.437	0.41933333333333334
77	hsUBA5	Q96EM0	0.225:0.226:0.193:0.158:0.114	0.552:0.55:0.538:0.522:0.492	0.1832	0.5308	0.345139	12.7:12.09:14.25:21.7:25.66	17.28	0.577:0.597:0.525:0.277:0.145	0.424	0.597	0.5663333333333334
593	hsUBA5	P28289	0.161:0.139:0.138:0.135:0.131	0.416:0.41:0.406:0.406:0.404	0.1408	0.4084	0.34476	19.81:22.84:22.69:22.02:24.62	22.396	0.34:0.239:0.244:0.266:0.179	0.253	0.34	0.2833333333333333
684	hsUBA5	Q9HCH3	0.152:0.156:0.143:0.137:0.141	0.42:0.394:0.443:0.441:0.419	0.1458	0.4234	0.344355	22:24.09:23.39:25.48:25.48	24.088	0.267:0.197:0.22:0.151:0.151	0.197	0.267	0.228
966	hsUFC1	Q9NVI1	0.277:0.26:0.254:0.251:0.223	0.734:0.733:0.742:0.74:0.729	0.253	0.7356	0.343937	18.88:19.36:19.5:15.97:21.34	19.01	0.371:0.355:0.35:0.468:0.289	0.366	0.468	0.398
390	hsUBA5	P20933	0.188:0.159:0.151:0.148:0.125	0.47:0.445:0.441:0.441:0.445	0.1542	0.4484	0.343889	17.03:17.88:19.12:19.84:24.94	19.762	0.432:0.404:0.363:0.339:0.169	0.341	0.432	0.39966666666666667
266	hsUBA5	Q9P2M1	0.254:0.148:0.145:0.138:0.128	0.482:0.469:0.472:0.469:0.473	0.1626	0.473	0.343763	11.55:21.56:19.55:20.92:22	19.116	0.615:0.281:0.348:0.303:0.267	0.363	0.615	0.422
167	hsUBA5	Q9NVI1	0.249:0.229:0.226:0.221:0.221	0.662:0.678:0.664:0.665:0.665	0.2292	0.6668	0.343731	18.23:20.72:21.66:21.83:16.98	19.884	0.392:0.309:0.278:0.272:0.434	0.337	0.434	0.37833333333333335
575	hsUBA5	P09874	0.209:0.188:0.184:0.186:0.179	0.567:0.55:0.556:0.535:0.545	0.1892	0.5506	0.343625	19.33:21.94:22.45:21.17:22.92	21.562	0.356:0.269:0.252:0.294:0.236	0.281	0.356	0.30633333333333335
1389	hsUFC1	O14727	0.256:0.246:0.24:0.218:0.216	0.707:0.69:0.652:0.691:0.684	0.2352	0.6848	0.343458	18.89:20.61:21.88:22.12:23.05	21.31	0.37:0.313:0.271:0.263:0.232	0.29	0.37	0.318
682	hsUBA5	Q96HY6	0.176:0.164:0.149:0.137:0.138	0.457:0.455:0.434:0.442:0.437	0.1528	0.445	0.343371	14.31:13.6:16.62:19.78:20.12	16.886	0.523:0.547:0.446:0.341:0.329	0.437	0.547	0.5053333333333334
532	hsUBA5	Q658Y4	0.185:0.176:0.168:0.172:0.175	0.548:0.536:0.535:0.495:0.438	0.1752	0.5104	0.34326	22.48:23.19:23.2:23.03:21.23	22.626	0.251:0.227:0.227:0.232:0.292	0.246	0.292	0.2583333333333333
502	hsUBA5	O15296	0.247:0.24:0.231:0.224:0.222	0.685:0.675:0.679:0.677:0.676	0.2328	0.6784	0.34316	15.12:15.03:15.42:15.77:15.52	15.372	0.496:0.499:0.486:0.474:0.483	0.488	0.499	0.49366666666666664
1597	hsUFC1	Q96SL1	0.279:0.219:0.206:0.188:0.156	0.633:0.616:0.592:0.614:0.599	0.2096	0.6108	0.343157	10.28:15.68:17.25:17.88:21.56	16.53	0.657:0.477:0.425:0.404:0.281	0.449	0.657	0.5196666666666667
483	hsUBA5	Q9BYD5	0.251:0.212:0.202:0.178:0.149	0.59:0.582:0.58:0.577:0.563	0.1984	0.5784	0.343015	13.92:15.64:15.27:15.14:19.64	15.922	0.536:0.479:0.491:0.495:0.345	0.469	0.536	0.5073333333333333
396	hsUBA5	Q6PID6	0.189:0.172:0.161:0.156:0.149	0.496:0.485:0.479:0.474:0.477	0.1654	0.4822	0.343011	12.77:14.59:16.47:20.56:17.44	16.366	0.574:0.514:0.451:0.315:0.419	0.454	0.574	0.513
1194	hsUFC1	P31751	0.208:0.181:0.16:0.155:0.145	0.518:0.488:0.483:0.505:0.482	0.1698	0.4952	0.342892	16.67:18.59:21.31:20.28:21.62	19.694	0.444:0.38:0.29:0.324:0.279	0.344	0.444	0.38266666666666665
335	hsUBA5	Q9NRG9	0.211:0.187:0.163:0.161:0.141	0.499:0.519:0.506:0.505:0.488	0.1726	0.5034	0.342868	15.94:19.25:20.69:22.67:23.23	20.356	0.469:0.358:0.31:0.244:0.226	0.321	0.469	0.379
527	hsUBA5	A6NK44	0.239:0.214:0.178:0.171:0.133	0.561:0.553:0.542:0.542:0.53	0.187	0.5456	0.342742	11.39:14.23:15.87:15.58:21.69	15.752	0.62:0.526:0.471:0.481:0.277	0.475	0.62	0.5423333333333333
517	hsUBA5	Q9UBI1	0.198:0.199:0.188:0.156:0.151	0.526:0.515:0.528:0.524:0.511	0.1784	0.5208	0.34255	12.01:15.05:17.62:17.52:17.75	15.99	0.6:0.498:0.413:0.416:0.408	0.467	0.6	0.5046666666666666
1124	hsUFC1	P00167	0.178:0.177:0.158:0.156:0.15	0.493:0.475:0.485:0.477:0.461	0.1638	0.4782	0.342535	9.59:11.87:10.28:11.48:14.15	11.474	0.68:0.604:0.657:0.617:0.528	0.618	0.68	0.6513333333333333
574	hsUBA5	Q9NS28	0.175:0.173:0.171:0.163:0.149	0.492:0.488:0.488:0.479:0.483	0.1662	0.486	0.341975	15.15:13.78:12.99:13.9:15.8	14.324	0.495:0.541:0.567:0.537:0.473	0.523	0.567	0.5483333333333333
427	hsUBA5	Q9H9V9	0.229:0.216:0.207:0.163:0.148	0.576:0.573:0.565:0.553:0.549	0.1926	0.5632	0.341974	12.27:13.2:13.98:16.06:22.34	15.57	0.591:0.56:0.534:0.465:0.255	0.481	0.591	0.5616666666666666
809	hsUFC1	Q8IYL2	0.208:0.185:0.185:0.171:0.165	0.547:0.552:0.552:0.503:0.519	0.1828	0.5346	0.341938	15.78:22.48:23.14:24.77:22.7	21.774	0.474:0.251:0.229:0.174:0.243	0.274	0.474	0.32266666666666666
42	hsUBA5	O75828	0.178:0.176:0.152:0.146:0.143	0.478:0.458:0.469:0.461:0.46	0.159	0.4652	0.341788	13.52:14.65:16.33:18.75:17.92	16.234	0.549:0.512:0.456:0.375:0.403	0.459	0.549	0.5056666666666667
687	hsUBA5	Q96HU8	0.226:0.191:0.167:0.15:0.146	0.529:0.512:0.512:0.513:0.51	0.176	0.5152	0.341615	13.46:17:16.08:18.97:21.08	17.318	0.551:0.433:0.464:0.368:0.297	0.423	0.551	0.4826666666666667
218	hsUBA5	P18440	0.179:0.156:0.154:0.146:0.141	0.465:0.454:0.457:0.449:0.447	0.1552	0.4544	0.341549	17.7:20.33:13.99:17.3:17.19	17.302	0.41:0.322:0.534:0.423:0.427	0.423	0.534	0.4613333333333333
1468	hsUFC1	Q9Y2G2	0.192:0.177:0.137:0.134:0.124	0.471:0.436:0.442:0.449:0.439	0.1528	0.4474	0.341529	19.14:15.7:22.02:24.59:22.77	20.844	0.362:0.477:0.266:0.18:0.241	0.305	0.477	0.36833333333333335
337	hsUBA5	Q5VZV1	0.166:0.162:0.156:0.155:0.154	0.458:0.468:0.47:0.466:0.461	0.1586	0.4646	0.341369	12.63:12.92:15.38:15.02:14.96	14.182	0.579:0.569:0.487:0.499:0.501	0.527	0.579	0.5496666666666666
1206	hsUFC1	O14753	0.178:0.152:0.138:0.121:0.109	0.422:0.414:0.406:0.407:0.396	0.1396	0.409	0.34132	16.48:17.27:17.56:19.83:21.58	18.544	0.451:0.424:0.415:0.339:0.281	0.382	0.451	0.43
370	hsUBA5	O15321	0.205:0.19:0.188:0.185:0.186	0.573:0.557:0.56:0.562:0.544	0.1908	0.5592	0.341202	18.06:19.25:18.52:18.64:18.38	18.57	0.398:0.358:0.383:0.379:0.387	0.381	0.398	0.38933333333333336
1419	hsUFC1	Q96A54	0.289:0.208:0.191:0.144:0.132	0.579:0.567:0.566:0.562:0.552	0.1928	0.5652	0.341118	10.68:15.14:16.45:19.42:20.55	16.448	0.644:0.495:0.452:0.353:0.315	0.452	0.644	0.5303333333333333
37	hsUBA5	Q9UMY4	0.214:0.186:0.185:0.171:0.163	0.55:0.546:0.537:0.537:0.528	0.1838	0.5396	0.340623	13.34:16.45:14.15:14.74:18.02	15.34	0.555:0.452:0.528:0.509:0.399	0.489	0.555	0.5306666666666667
570	hsUBA5	Q86SE9	0.232:0.149:0.149:0.147:0.145	0.486:0.483:0.479:0.484:0.484	0.1644	0.4832	0.340232	11.98:20.22:20.62:21.61:20.42	18.97	0.601:0.326:0.313:0.28:0.319	0.368	0.601	0.41533333333333333
158	hsUBA5	P18054	0.227:0.227:0.224:0.215:0.198	0.652:0.641:0.64:0.638:0.637	0.2182	0.6416	0.340087	15.32:16.64:16.72:15.73:18.83	16.648	0.489:0.445:0.443:0.476:0.372	0.445	0.489	0.47
371	hsUBA5	O95057	0.208:0.206:0.165:0.157:0.136	0.526:0.515:0.508:0.514:0.506	0.1744	0.5138	0.339432	15.62:15.88:17.17:18.27:19.17	17.222	0.479:0.471:0.428:0.391:0.361	0.426	0.479	0.4593333333333333
1432	hsUFC1	Q9UPI3	0.211:0.203:0.193:0.182:0.181	0.575:0.566:0.57:0.575:0.572	0.194	0.5716	0.339398	16.53:18.2:18.27:18.94:20.08	18.404	0.449:0.393:0.391:0.369:0.331	0.387	0.449	0.41100000000000003
1592	hsUFC1	O75127	0.205:0.202:0.197:0.188:0.169	0.571:0.569:0.572:0.559:0.561	0.1922	0.5664	0.339336	18.41:18.86:19.3:21.33:22.14	20.008	0.386:0.371:0.357:0.289:0.262	0.333	0.386	0.37133333333333335
952	hsUFC1	Q03518	0.225:0.178:0.169:0.172:0.147	0.518:0.53:0.534:0.516:0.529	0.1782	0.5254	0.33917	15.48:21.75:21.95:19.92:24.81	20.782	0.484:0.275:0.268:0.336:0.173	0.307	0.484	0.365
381	hsUBA5	P59045	0.256:0.224:0.214:0.214:0.212	0.678:0.65:0.664:0.658:0.657	0.224	0.6614	0.338676	9.77:19.2:20.12:20.94:19.56	17.918	0.674:0.36:0.329:0.302:0.348	0.403	0.674	0.46066666666666667
14	hsUBA5	Q8N4F7	0.161:0.154:0.154:0.143:0.143	0.452:0.453:0.445:0.441:0.439	0.151	0.446	0.338565	19.17:19.38:17.8:18.75:19.98	19.016	0.361:0.354:0.407:0.375:0.334	0.366	0.407	0.381
279	hsUBA5	A2RRH5	0.223:0.201:0.189:0.192:0.189	0.606:0.61:0.582:0.565:0.573	0.1988	0.5872	0.338556	15.87:19.03:19.78:19.81:18.28	18.554	0.471:0.366:0.341:0.34:0.391	0.382	0.471	0.4093333333333333
437	hsUBA5	Q9H9F9	0.18:0.17:0.166:0.159:0.156	0.495:0.492:0.492:0.486:0.491	0.1662	0.4912	0.338355	20.91:22.03:20.72:21.8:22.56	21.604	0.303:0.266:0.309:0.273:0.248	0.28	0.309	0.295
95	hsUBA5	P07384	0.217:0.2:0.188:0.192:0.182	0.556:0.589:0.591:0.572:0.587	0.1958	0.579	0.338169	8.45:17.7:19.8:12.08:18.39	15.284	0.718:0.41:0.34:0.597:0.387	0.491	0.718	0.575
564	hsUBA5	Q9NYL9	0.213:0.136:0.13:0.126:0.126	0.446:0.428:0.428:0.431:0.431	0.1462	0.4328	0.3378	14.56:22.22:22.81:23.78:23.45	21.364	0.515:0.259:0.24:0.207:0.218	0.288	0.515	0.338
1374	hsUFC1	P09874	0.239:0.222:0.213:0.194:0.192	0.645:0.622:0.62:0.624:0.627	0.212	0.6276	0.337795	17.69:18.94:22.03:24.03:23.28	21.194	0.41:0.369:0.266:0.199:0.224	0.294	0.41	0.34833333333333333
1210	hsUFC1	Q13158	0.15:0.135:0.131:0.129:0.123	0.409:0.402:0.386:0.391:0.39	0.1336	0.3956	0.337715	15.84:19.39:20.8:20.14:20.92	19.418	0.472:0.354:0.307:0.329:0.303	0.353	0.472	0.385
1443	hsUFC1	Q9UJ70	0.352:0.209:0.157:0.151:0.141	0.616:0.609:0.591:0.589:0.586	0.202	0.5982	0.33768	8.63:10.98:17.42:21.27:17.11	15.082	0.712:0.634:0.419:0.291:0.43	0.497	0.712	0.592
1213	hsUFC1	Q9BRP0	0.196:0.156:0.117:0.111:0.1	0.424:0.409:0.39:0.393:0.398	0.136	0.4028	0.337637	15.23:15.85:19.91:20.77:22.09	18.77	0.492:0.472:0.336:0.308:0.264	0.374	0.492	0.43333333333333335
45	hsUBA5	Q6ZT89	0.161:0.16:0.153:0.148:0.111	0.441:0.442:0.435:0.431:0.422	0.1466	0.4342	0.337632	20.94:21.64:14.8:21.72:26.31	21.082	0.302:0.279:0.507:0.276:0.123	0.297	0.507	0.3626666666666667
445	hsUBA5	Q9H0W8	0.144:0.144:0.142:0.14:0.134	0.424:0.418:0.41:0.417:0.417	0.1408	0.4172	0.337488	23.59:22.58:22.58:22.75:25.42	23.384	0.214:0.247:0.247:0.242:0.153	0.221	0.247	0.24533333333333332
112	hsUBA5	Q6ZRY4	0.213:0.198:0.173:0.154:0.143	0.536:0.517:0.525:0.521:0.512	0.1762	0.5222	0.337419	13.53:13.7:15.91:17.45:17.52	15.622	0.549:0.543:0.47:0.418:0.416	0.479	0.549	0.5206666666666667
729	hsUBA5	O75628	0.172:0.165:0.148:0.148:0.14	0.464:0.457:0.461:0.454:0.455	0.1546	0.4582	0.337407	13.7:16.22:18.09:20.19:19.2	17.48	0.543:0.459:0.397:0.327:0.36	0.417	0.543	0.4663333333333334
455	hsUBA5	Q92506	0.179:0.174:0.158:0.153:0.141	0.487:0.476:0.473:0.477:0.473	0.161	0.4772	0.337385	16.42:14.62:18.69:18.12:19.16	17.402	0.453:0.513:0.377:0.396:0.361	0.42	0.513	0.454
377	hsUBA5	P55040	0.17:0.16:0.161:0.146:0.145	0.472:0.468:0.461:0.459:0.46	0.1564	0.464	0.337069	15.16:15.85:18.52:17.58:18.92	17.206	0.495:0.472:0.383:0.414:0.369	0.426	0.495	0.4603333333333333
561	hsUBA5	Q9NYP9	0.18:0.176:0.174:0.169:0.151	0.51:0.503:0.51:0.501:0.5	0.17	0.5048	0.336767	16.02:15.51:14.45:16.36:18.98	16.264	0.466:0.483:0.518:0.455:0.367	0.458	0.518	0.489
498	hsUBA5	O95295	0.221:0.197:0.187:0.179:0.162	0.573:0.567:0.563:0.552:0.557	0.1892	0.5624	0.336415	12.02:12.57:14.05:13.42:14.83	13.378	0.599:0.581:0.532:0.553:0.506	0.554	0.599	0.5776666666666667
1225	hsUFC1	P04632	0.156:0.144:0.132:0.125:0.114	0.413:0.389:0.392:0.399:0.403	0.1342	0.3992	0.336172	12.3:18.78:20.06:20.98:21.88	18.8	0.59:0.374:0.331:0.301:0.271	0.373	0.59	0.43166666666666664
1153	hsUFC1	P32942	0.203:0.167:0.17:0.164:0.141	0.522:0.509:0.494:0.498:0.491	0.169	0.5028	0.336118	14.81:19.08:20.89:22.94:21.31	19.806	0.506:0.364:0.304:0.235:0.29	0.34	0.506	0.3913333333333333
629	hsUBA5	Q9H977	0.205:0.199:0.157:0.138:0.133	0.513:0.503:0.5:0.482:0.481	0.1664	0.4958	0.335619	13.1:19.42:18.34:21.91:21.89	18.932	0.563:0.353:0.389:0.27:0.27	0.369	0.563	0.435
883	hsUFC1	Q9HC96	0.207:0.206:0.201:0.199:0.185	0.598:0.595:0.599:0.592:0.592	0.1996	0.5952	0.335349	17.92:17.58:17.59:17.94:21	18.406	0.403:0.414:0.414:0.402:0.3	0.386	0.414	0.41033333333333333
1289	hsUFC1	Q6NYC1	0.214:0.201:0.191:0.192:0.188	0.589:0.593:0.594:0.574:0.592	0.1972	0.5884	0.335146	12.95:15.21:15.97:14.62:15.97	14.944	0.568:0.493:0.468:0.513:0.468	0.502	0.568	0.5246666666666666
1027	hsUFC1	Q14764	0.162:0.155:0.141:0.138:0.135	0.446:0.434:0.447:0.424:0.433	0.1462	0.4368	0.334707	25.17:25.16:26.06:26.36:26.83	25.916	0.161:0.161:0.131:0.121:0.106	0.136	0.161	0.151
78	hsUBA5	Q8WXB1	0.178:0.175:0.156:0.15:0.142	0.485:0.489:0.469:0.483:0.474	0.1602	0.48	0.33375	14.02:17.8:16.08:16.89:18.67	16.692	0.533:0.407:0.464:0.437:0.378	0.444	0.533	0.47800000000000004
1582	hsUFC1	Q8TEZ7	0.408:0.204:0.197:0.171:0.138	0.726:0.664:0.665:0.654:0.644	0.2236	0.6706	0.333433	7.4:10.05:9.61:17.48:18.19	12.546	0.753:0.665:0.68:0.417:0.394	0.582	0.753	0.6993333333333334
1539	hsUFC1	Q16555	0.327:0.235:0.165:0.162:0.145	0.616:0.616:0.622:0.625:0.623	0.2068	0.6204	0.333333	11.55:16.05:22.42:22.22:25.64	19.576	0.615:0.465:0.253:0.259:0.145	0.347	0.615	0.44633333333333336
540	hsUBA5	P61224	0.212:0.179:0.173:0.171:0.14	0.536:0.532:0.523:0.524:0.51	0.175	0.525	0.333333	12.02:15.31:17.05:18.19:17.66	16.046	0.599:0.49:0.432:0.394:0.411	0.465	0.599	0.507
642	hsUBA5	O75891	0.17:0.167:0.162:0.161:0.159	0.493:0.499:0.502:0.48:0.485	0.1638	0.4918	0.333062	23.48:24.09:24.48:19.66:23.89	23.12	0.217:0.197:0.184:0.345:0.204	0.229	0.345	0.2553333333333333
54	hsUBA5	P13598	0.19:0.15:0.145:0.143:0.141	0.479:0.458:0.458:0.457:0.457	0.1538	0.4618	0.333045	12.8:19.48:17.97:19.42:19.45	17.824	0.573:0.351:0.401:0.353:0.352	0.406	0.573	0.4423333333333333
468	hsUBA5	O43414	0.155:0.145:0.143:0.134:0.135	0.424:0.43:0.432:0.429:0.424	0.1424	0.4278	0.332866	11.77:15.59:19.48:19.47:13.67	15.996	0.608:0.48:0.351:0.351:0.544	0.467	0.608	0.544
590	hsUBA5	O14727	0.209:0.212:0.199:0.195:0.197	0.607:0.592:0.625:0.617:0.6	0.2024	0.6082	0.332785	21.61:22.95:22.7:24.27:24.8	23.266	0.28:0.235:0.243:0.191:0.173	0.224	0.28	0.25266666666666665
1126	hsUFC1	Q9UNP4	0.213:0.204:0.195:0.188:0.171	0.587:0.59:0.579:0.583:0.579	0.1942	0.5836	0.332762	13.36:12.83:13.34:14.38:17.38	14.258	0.555:0.572:0.555:0.521:0.421	0.525	0.572	0.5606666666666666
1307	hsUFC1	P49771	0.17:0.166:0.134:0.125:0.12	0.437:0.446:0.427:0.415:0.424	0.143	0.4298	0.332713	15.64:14.8:17.27:17.56:19.44	16.942	0.479:0.507:0.424:0.415:0.352	0.435	0.507	0.47
525	hsUBA5	P17655	0.213:0.209:0.183:0.18:0.177	0.583:0.58:0.586:0.571:0.573	0.1924	0.5786	0.332527	8.27:18.09:21.56:16.88:14.12	15.784	0.724:0.397:0.281:0.437:0.529	0.474	0.724	0.5633333333333334
