ID...1.WT	GeneID	geneSymbol	chr.WT	strand.WT	longExonStart_0base.WT	longExonEnd.WT	shortES.WT	shortEE.WT	flankingES.WT	flankingEE.WT	ID...12.WT	IJC_SAMPLE_1.WT	SJC_SAMPLE_1.WT	IJC_SAMPLE_2.WT	SJC_SAMPLE_2.WT	IncFormLen.WT	SkipFormLen.WT	PValue.WT	FDR.WT	IncLevel1.WT	IncLevel2.WT	IncLevelDifference.WT	across_short_boundary_count.WT	long_to_flanking_count.WT	exclusive_to_long_count.WT	short_to_flanking_count.WT	EventType	event_id	FDR_num.WT	dPSI_num.WT	mean_psi_ctrl.WT	mean_psi_case.WT	total_reads.WT	1stExonStart_0base.WT	1stExonEnd.WT	2ndExonStart_0base.WT	2ndExonEnd.WT	upstreamES.WT	upstreamEE.WT	downstreamES.WT	downstreamEE.WT	ID...14.WT	upstream_to_first_count.WT	first_to_downstream_count.WT	first_count.WT	upstream_to_second_count.WT	second_to_downstream_count.WT	second_count.WT	riExonStart_0base.WT	riExonEnd.WT	upstream_to_intron_count.WT	intron_to_downstream_count.WT	intron_count.WT	upstream_to_downstream_count.WT	exonStart_0base.WT	exonEnd.WT	upstream_to_target_count.WT	target_to_downstream_count.WT	target_count.WT	ID...1.UFM	chr.UFM	strand.UFM	longExonStart_0base.UFM	longExonEnd.UFM	shortES.UFM	shortEE.UFM	flankingES.UFM	flankingEE.UFM	ID...12.UFM	IJC_SAMPLE_1.UFM	SJC_SAMPLE_1.UFM	IJC_SAMPLE_2.UFM	SJC_SAMPLE_2.UFM	IncFormLen.UFM	SkipFormLen.UFM	PValue.UFM	FDR.UFM	IncLevel1.UFM	IncLevel2.UFM	IncLevelDifference.UFM	across_short_boundary_count.UFM	long_to_flanking_count.UFM	exclusive_to_long_count.UFM	short_to_flanking_count.UFM	FDR_num.UFM	dPSI_num.UFM	mean_psi_ctrl.UFM	mean_psi_case.UFM	total_reads.UFM	1stExonStart_0base.UFM	1stExonEnd.UFM	2ndExonStart_0base.UFM	2ndExonEnd.UFM	upstreamES.UFM	upstreamEE.UFM	downstreamES.UFM	downstreamEE.UFM	ID...14.UFM	upstream_to_first_count.UFM	first_to_downstream_count.UFM	first_count.UFM	upstream_to_second_count.UFM	second_to_downstream_count.UFM	second_count.UFM	riExonStart_0base.UFM	riExonEnd.UFM	upstream_to_intron_count.UFM	intron_to_downstream_count.UFM	intron_count.UFM	upstream_to_downstream_count.UFM	exonStart_0base.UFM	exonEnd.UFM	upstream_to_target_count.UFM	target_to_downstream_count.UFM	target_count.UFM
210	ENSG00000099956.20	SMARCB1	chr22	+	NA	NA	NA	NA	NA	NA	210	5,16,11	8,4,1	7,0,2	3,8,8	1840	149	0.00226843719061	0.0108249469671755	0.048,0.245,0.471	0.159,0.0,0.02	0.195	NA	NA	NA	NA	RI	chr22|+|23791755|23793688|23791755|23791867|23793558|23793688	0.0108249469671755	0.195	0.25466666666666665	0.059666666666666666	73	NA	NA	NA	NA	23791755	23791867	23793558	23793688	NA	NA	NA	NA	NA	NA	NA	23791755	23793688	5,12,10,5,0,1	0,0,0,0,0,0	0,4,1,2,0,1	8,4,1,3,8,8	NA	NA	NA	NA	NA	210	chr22	+	NA	NA	NA	NA	NA	NA	210	0,7,17	6,25,27	0,8,2	3,2,18	1840	149	0.716487137816	0.9200225016523124	0.0,0.022,0.049	0.0,0.245,0.009	-0.061	NA	NA	NA	NA	0.9200225016523124	-0.061	0.023666666666666666	0.08466666666666667	115	NA	NA	NA	NA	23791755	23791867	23793558	23793688	NA	NA	NA	NA	NA	NA	NA	23791755	23793688	0,6,6,0,4,0	0,1,5,0,1,1	0,0,6,0,3,1	6,25,27,3,2,18	NA	NA	NA	NA	NA
213	ENSG00000099956.20	SMARCB1	chr22	+	NA	NA	NA	NA	NA	NA	213	18,4,15	0,0,0	2,14,4	0,2,8	2308	149	5.24602694618e-9	1.503207347382045e-7	1.0,1.0,1.0	1.0,0.311,0.031	0.553	NA	NA	NA	NA	RI	chr22|+|23800943|23803422|23800943|23801135|23803294|23803422	1.503207347382045e-7	0.553	1	0.4473333333333333	67	NA	NA	NA	NA	23800943	23801135	23803294	23803422	NA	NA	NA	NA	NA	NA	NA	23800943	23803422	6,0,0,0,4,0	12,0,12,0,3,1	0,4,3,2,7,3	0,0,0,0,2,8	NA	NA	NA	NA	NA	213	chr22	+	NA	NA	NA	NA	NA	NA	213	14,20,18	0,0,0	1,5,3	0,2,0	2308	149	0.328009191541	0.5447875433762649	1.0,1.0,1.0	1.0,0.139,1.0	0.287	NA	NA	NA	NA	0.5447875433762649	0.287	1	0.713	63	NA	NA	NA	NA	23800943	23801135	23803294	23803422	NA	NA	NA	NA	NA	NA	NA	23800943	23803422	11,2,0,0,0,0	0,12,10,0,2,1	3,6,8,1,3,2	0,0,0,0,2,0	NA	NA	NA	NA	NA
215	ENSG00000161179.14	YDJC	chr22	-	NA	NA	NA	NA	NA	NA	215	230,175,138	5,6,14	55,52,86	11,13,24	269	149	8.32399149608e-10	2.8837692572860202e-8	0.962,0.942,0.845	0.735,0.689,0.665	0.22	NA	NA	NA	NA	RI	chr22|-|21629009|21629407|21629009|21629187|21629307|21629407	2.8837692572860202e-8	0.22	0.9163333333333333	0.6963333333333334	809	NA	NA	NA	NA	21629009	21629187	21629307	21629407	NA	NA	NA	NA	NA	NA	NA	21629009	21629407	87,64,65,25,22,53	144,99,81,31,36,33	0,14,0,0,0,0	5,6,14,11,13,24	NA	NA	NA	NA	NA	215	chr22	-	NA	NA	NA	NA	NA	NA	215	83,151,209	2,7,35	39,117,77	1,13,25	269	149	0.188456859065	0.36223065043781866	0.958,0.923,0.768	0.956,0.833,0.63	0.077	NA	NA	NA	NA	0.36223065043781866	0.077	0.883	0.8063333333333333	759	NA	NA	NA	NA	21629009	21629187	21629307	21629407	NA	NA	NA	NA	NA	NA	NA	21629009	21629407	46,30,115,15,73,42	44,121,84,28,50,39	0,0,10,0,0,0	2,7,35,1,13,25	NA	NA	NA	NA	NA
222	ENSG00000206140.12	TMEM191C	chr22	+	NA	NA	NA	NA	NA	NA	222	11,11,12	0,0,0	6,12,6	1,0,6	419	149	2.04952107548e-4	0.00148905962498144	1.0,1.0,1.0	0.681,1.0,0.262	0.352	NA	NA	NA	NA	RI	chr22|+|21468943|21469346|21468943|21469003|21469273|21469346	0.00148905962498144	0.352	1	0.6476666666666667	65	NA	NA	NA	NA	21468943	21469003	21469273	21469346	NA	NA	NA	NA	NA	NA	NA	21468943	21469346	7,4,12,4,12,4	2,3,0,0,0,0	2,4,0,2,0,2	0,0,0,1,0,6	NA	NA	NA	NA	NA	222	chr22	+	NA	NA	NA	NA	NA	NA	222	0,13,11	0,3,1	9,7,2	0,0,2	419	149	1	1	NA,0.606,0.796	1.0,1.0,0.262	-0.053	NA	NA	NA	NA	1	-0.053	0.7010000000000001	0.754	48	NA	NA	NA	NA	21468943	21469003	21469273	21469346	NA	NA	NA	NA	NA	NA	NA	21468943	21469346	0,10,10,9,6,2	0,0,1,0,0,0	0,3,0,0,1,0	0,3,1,0,0,2	NA	NA	NA	NA	NA
244	ENSG00000205581.11	HMGN1	chr21	-	NA	NA	NA	NA	NA	NA	244	158,178,253	174,155,224	154,137,140	247,231,264	242	149	2.9382164779e-7	5.2836197778541935e-6	0.359,0.414,0.41	0.277,0.267,0.246	0.131	NA	NA	NA	NA	RI	chr21|-|39348421|39348577|39348421|39348451|39348544|39348577	5.2836197778541935e-6	0.131	0.3943333333333333	0.26333333333333336	2315	NA	NA	NA	NA	39348421	39348451	39348544	39348577	NA	NA	NA	NA	NA	NA	NA	39348421	39348577	100,121,184,107,98,101	67,77,85,68,50,67	0,0,0,0,0,0	174,155,224,247,231,264	NA	NA	NA	NA	NA	244	chr21	-	NA	NA	NA	NA	NA	NA	244	175,127,193	139,246,255	168,136,109	184,172,240	242	149	0.523102318725	0.7576133183150591	0.437,0.241,0.318	0.36,0.327,0.219	0.03	NA	NA	NA	NA	0.7576133183150591	0.03	0.332	0.302	2144	NA	NA	NA	NA	39348421	39348451	39348544	39348577	NA	NA	NA	NA	NA	NA	NA	39348421	39348577	96,84,134,110,84,83	88,51,73,92,74,36	0,0,0,0,0,0	139,246,255,184,172,240	NA	NA	NA	NA	NA
247	ENSG00000182944.18	EWSR1	chr22	+	NA	NA	NA	NA	NA	NA	247	848,972,773	70,80,159	682,715,716	88,173,149	448	149	0.0145184227018	0.0478652275711129	0.801,0.802,0.618	0.72,0.579,0.615	0.102	NA	NA	NA	NA	RI	chr22|+|29298732|29299280|29298732|29298895|29299194|29299280	0.0478652275711129	0.102	0.7403333333333334	0.638	5425	NA	NA	NA	NA	29298732	29298895	29299194	29299280	NA	NA	NA	NA	NA	NA	NA	29298732	29299280	229,222,145,164,193,151	314,520,397,267,243,298	305,230,231,251,279,267	70,80,159,88,173,149	NA	NA	NA	NA	NA	247	chr22	+	NA	NA	NA	NA	NA	NA	247	501,741,911	93,47,167	563,756,615	155,104,164	448	149	0.0321679200673	0.09066595972294982	0.642,0.84,0.645	0.547,0.707,0.555	0.106	NA	NA	NA	NA	0.09066595972294982	0.106	0.709	0.603	4817	NA	NA	NA	NA	29298732	29298895	29299194	29299280	NA	NA	NA	NA	NA	NA	NA	29298732	29299280	148,166,208,136,194,135	213,337,377,268,313,254	140,238,326,159,249,226	93,47,167,155,104,164	NA	NA	NA	NA	NA
264	ENSG00000203896.10	LIME1	chr20	+	NA	NA	NA	NA	NA	NA	264	95,99,143	60,17,26	51,61,50	35,35,25	219	149	0.0129381695764	0.0437599866753915	0.519,0.798,0.789	0.498,0.542,0.576	0.163	NA	NA	NA	NA	RI	chr20|+|63737820|63738060|63737820|63737902|63737972|63738060	0.0437599866753915	0.163	0.7020000000000001	0.5386666666666666	697	NA	NA	NA	NA	63737820	63737902	63737972	63738060	NA	NA	NA	NA	NA	NA	NA	63737820	63738060	53,46,82,23,36,41	63,78,86,34,40,29	0,0,0,0,2,0	60,17,26,35,35,25	NA	NA	NA	NA	NA	264	chr20	+	NA	NA	NA	NA	NA	NA	264	136,97,113	28,49,34	42,64,52	31,15,36	219	149	0.147043546812	0.2982968816286328	0.768,0.574,0.693	0.48,0.744,0.496	0.105	NA	NA	NA	NA	0.2982968816286328	0.105	0.6783333333333333	0.5733333333333334	697	NA	NA	NA	NA	63737820	63737902	63737972	63738060	NA	NA	NA	NA	NA	NA	NA	63737820	63738060	74,56,78,26,39,39	86,68,65,20,56,29	0,0,0,2,0,0	28,49,34,31,15,36	NA	NA	NA	NA	NA
273	ENSG00000130589.16	HELZ2	chr20	-	NA	NA	NA	NA	NA	NA	273	102,112,90	6,6,8	77,77,96	32,34,41	1388	149	1.30340183091e-13	9.867234601407556e-12	0.646,0.667,0.547	0.205,0.196,0.201	0.419	NA	NA	NA	NA	RI	chr20|-|63570684|63573221|63570684|63570868|63572107|63573221	9.867234601407556e-12	0.419	0.62	0.20066666666666666	681	NA	NA	NA	NA	63570684	63570868	63572107	63573221	NA	NA	NA	NA	NA	NA	NA	63570684	63573221	35,68,36,35,33,54	1,23,13,14,7,2	66,21,41,28,37,40	6,6,8,32,34,41	NA	NA	NA	NA	NA	273	chr20	-	NA	NA	NA	NA	NA	NA	273	108,106,121	45,2,41	79,54,104	34,35,26	1388	149	0.115790490626	0.2490175709593286	0.205,0.851,0.241	0.2,0.142,0.3	0.218	NA	NA	NA	NA	0.2490175709593286	0.218	0.43233333333333335	0.214	755	NA	NA	NA	NA	63570684	63570868	63572107	63573221	NA	NA	NA	NA	NA	NA	NA	63570684	63573221	84,43,43,39,18,56	13,37,35,16,2,17	11,26,43,24,34,31	45,2,41,34,35,26	NA	NA	NA	NA	NA
284	ENSG00000101160.15	CTSZ	chr20	-	NA	NA	NA	NA	NA	NA	284	370,397,285	97,198,105	69,159,156	96,109,102	950	149	4.07744253805e-7	7.1778973677840685e-6	0.374,0.239,0.299	0.101,0.186,0.193	0.144	NA	NA	NA	NA	RI	chr20|-|58996638|58997753|58996638|58996801|58997602|58997753	7.1778973677840685e-6	0.144	0.304	0.16	2143	NA	NA	NA	NA	58996638	58996801	58997602	58997753	NA	NA	NA	NA	NA	NA	NA	58996638	58997753	102,159,81,17,75,58	70,43,22,18,10,26	198,195,182,34,74,72	97,198,105,96,109,102	NA	NA	NA	NA	NA	284	chr20	-	NA	NA	NA	NA	NA	NA	284	290,300,324	120,162,201	54,183,156	65,68,46	950	149	0.859705466004	1	0.275,0.225,0.202	0.115,0.297,0.347	-0.019	NA	NA	NA	NA	1	-0.019	0.234	0.253	1969	NA	NA	NA	NA	58996638	58996801	58997602	58997753	NA	NA	NA	NA	NA	NA	NA	58996638	58997753	78,60,90,2,71,21	88,84,51,5,20,88	124,156,183,47,92,47	120,162,201,65,68,46	NA	NA	NA	NA	NA
295	ENSG00000064601.21	CTSA	chr20	+	NA	NA	NA	NA	NA	NA	295	110,150,106	109,100,132	36,24,52	70,114,90	302	149	9.70209574347e-7	1.5065526843384242e-5	0.332,0.425,0.284	0.202,0.094,0.222	0.174	NA	NA	NA	NA	RI	chr20|+|45891568|45892027|45891568|45891762|45891915|45892027	1.5065526843384242e-5	0.174	0.347	0.17266666666666666	1093	NA	NA	NA	NA	45891568	45891762	45891915	45892027	NA	NA	NA	NA	NA	NA	NA	45891568	45892027	40,52,28,7,12,17	58,90,78,23,12,35	12,8,0,6,0,0	109,100,132,70,114,90	NA	NA	NA	NA	NA	295	chr20	+	NA	NA	NA	NA	NA	NA	295	62,85,73	105,166,95	42,55,38	56,85,76	302	149	0.906852180204	1	0.226,0.202,0.275	0.27,0.242,0.198	-0.002	NA	NA	NA	NA	1	-0.002	0.23433333333333334	0.23666666666666666	938	NA	NA	NA	NA	45891568	45891762	45891915	45892027	NA	NA	NA	NA	NA	NA	NA	45891568	45892027	11,25,27,26,13,14	51,60,42,14,42,24	0,0,4,2,0,0	105,166,95,56,85,76	NA	NA	NA	NA	NA
310	ENSG00000064601.21	CTSA	chr20	+	NA	NA	NA	NA	NA	NA	310	726,781,782	302,346,455	222,273,348	185,245,248	347	149	1.06252373722e-6	1.6101146175368593e-5	0.508,0.492,0.425	0.34,0.324,0.376	0.128	NA	NA	NA	NA	RI	chr20|+|45894993|45898109|45894993|45897806|45898004|45898109	1.6101146175368593e-5	0.128	0.475	0.3466666666666667	4913	NA	NA	NA	NA	45894993	45897806	45898004	45898109	NA	NA	NA	NA	NA	NA	NA	45894993	45898109	338,341,398,73,144,103	252,315,273,91,96,131	136,125,111,58,33,114	302,346,455,185,245,248	NA	NA	NA	NA	NA	310	chr20	+	NA	NA	NA	NA	NA	NA	310	545,874,910	355,470,525	289,304,285	195,281,292	347	149	3.85853643837e-4	0.00238178683525166	0.397,0.444,0.427	0.389,0.317,0.295	0.089	NA	NA	NA	NA	0.00238178683525166	0.089	0.4226666666666667	0.33366666666666667	5325	NA	NA	NA	NA	45894993	45897806	45898004	45898109	NA	NA	NA	NA	NA	NA	NA	45894993	45898109	255,428,474,116,153,137	227,305,333,118,103,113	63,141,103,55,48,35	355,470,525,195,281,292	NA	NA	NA	NA	NA
454	ENSG00000069399.15	BCL3	chr19	+	NA	NA	NA	NA	NA	NA	454	56,69,55	1,0,4	29,28,63	9,2,6	459	149	6.30096961618e-4	0.00381793929707665	0.948,1.0,0.817	0.511,0.82,0.773	0.22	NA	NA	NA	NA	RI	chr19|+|44758245|44758841|44758245|44758413|44758723|44758841	0.00381793929707665	0.22	0.9216666666666666	0.7013333333333334	322	NA	NA	NA	NA	44758245	44758413	44758723	44758841	NA	NA	NA	NA	NA	NA	NA	44758245	44758841	7,20,9,0,7,22	14,4,13,5,7,7	35,45,33,24,14,34	1,0,4,9,2,6	NA	NA	NA	NA	NA	454	chr19	+	NA	NA	NA	NA	NA	NA	454	6,64,87	24,11,15	23,16,31	19,2,14	459	149	0.912736346918	1	0.075,0.654,0.653	0.282,0.722,0.418	-0.013	NA	NA	NA	NA	1	-0.013	0.46066666666666667	0.474	312	NA	NA	NA	NA	44758245	44758413	44758723	44758841	NA	NA	NA	NA	NA	NA	NA	44758245	44758841	0,17,23,2,6,2	4,15,16,14,2,2	2,32,48,7,8,27	24,11,15,19,2,14	NA	NA	NA	NA	NA
458	ENSG00000167380.17	ZNF226	chr19	+	NA	NA	NA	NA	NA	NA	458	47,112,64	0,1,7	55,24,35	6,0,11	292	149	0.0105540386914	0.03730107507531113	1.0,0.983,0.823	0.824,1.0,0.619	0.121	NA	NA	NA	NA	RI	chr19|+|44165587|44165807|44165587|44165613|44165756|44165807	0.03730107507531113	0.121	0.93533333333333335	0.8143333333333334	362	NA	NA	NA	NA	44165587	44165613	44165756	44165807	NA	NA	NA	NA	NA	NA	NA	44165587	44165807	12,71,37,26,12,23	23,45,27,32,12,12	12,0,0,0,0,0	0,1,7,6,0,11	NA	NA	NA	NA	NA	458	chr19	+	NA	NA	NA	NA	NA	NA	458	82,45,47	4,2,21	28,17,14	0,6,15	292	149	0.32931014707	0.5457588660820052	0.913,0.92,0.533	1.0,0.591,0.323	0.151	NA	NA	NA	NA	0.5457588660820052	0.151	0.7886666666666667	0.638	281	NA	NA	NA	NA	44165587	44165613	44165756	44165807	NA	NA	NA	NA	NA	NA	NA	44165587	44165807	61,25,32,18,17,5	21,24,15,10,0,9	0,0,0,0,0,0	4,2,21,0,6,15	NA	NA	NA	NA	NA
475	ENSG00000105223.21	PLD3	chr19	+	NA	NA	NA	NA	NA	NA	475	31,56,21	12,21,2	4,12,8	17,6,20	929	149	4.05408450574e-5	3.7271151097103e-4	0.293,0.3,0.627	0.036,0.243,0.06	0.294	NA	NA	NA	NA	RI	chr19|+|40366772|40367879|40366772|40366915|40367695|40367879	3.7271151097103e-4	0.294	0.4066666666666667	0.113	210	NA	NA	NA	NA	40366772	40366915	40367695	40367879	NA	NA	NA	NA	NA	NA	NA	40366772	40367879	11,10,9,0,1,0	15,6,10,1,5,0	5,40,2,3,6,8	12,21,2,17,6,20	NA	NA	NA	NA	NA	475	chr19	+	NA	NA	NA	NA	NA	NA	475	51,25,50	14,13,29	38,14,16	21,15,7	929	149	0.190543632884	0.3651834335088784	0.369,0.236,0.217	0.225,0.13,0.268	0.066	NA	NA	NA	NA	0.3651834335088784	0.066	0.274	0.20766666666666667	293	NA	NA	NA	NA	40366772	40366915	40367695	40367879	NA	NA	NA	NA	NA	NA	NA	40366772	40367879	8,10,13,19,6,2	0,3,16,0,5,0	43,12,21,19,3,14	14,13,29,21,15,7	NA	NA	NA	NA	NA
490	ENSG00000104823.9	ECH1	chr19	-	NA	NA	NA	NA	NA	NA	490	5,22,10	79,36,58	0,3,0	15,17,14	235	149	5.77532241273e-4	0.00356639245064052	0.039,0.279,0.099	0.0,0.101,0.0	0.105	NA	NA	NA	NA	RI	chr19|-|38817315|38817575|38817315|38817364|38817450|38817575	0.00356639245064052	0.105	0.139	0.033666666666666664	259	NA	NA	NA	NA	38817315	38817364	38817450	38817575	NA	NA	NA	NA	NA	NA	NA	38817315	38817575	3,22,5,0,3,0	3,5,7,0,0,0	0,0,0,0,0,0	79,36,58,15,17,14	NA	NA	NA	NA	NA	490	chr19	-	NA	NA	NA	NA	NA	NA	490	0,20,2	35,51,44	2,10,2	12,9,9	235	149	0.0709225714501	0.17077408651800396	0.0,0.199,0.028	0.096,0.413,0.123	-0.135	NA	NA	NA	NA	0.17077408651800396	-0.135	0.07566666666666667	0.21066666666666667	196	NA	NA	NA	NA	38817315	38817364	38817450	38817575	NA	NA	NA	NA	NA	NA	NA	38817315	38817575	0,1,2,2,10,2	0,19,1,2,0,2	0,0,0,0,0,0	35,51,44,12,9,9	NA	NA	NA	NA	NA
497	ENSG00000075702.19	WDR62	chr19	+	NA	NA	NA	NA	NA	NA	497	366,476,450	75,69,43	135,280,173	81,80,117	495	149	1.30402382115e-7	2.5547201505724603e-6	0.595,0.675,0.759	0.334,0.513,0.308	0.291	NA	NA	NA	NA	RI	chr19|+|36101213|36102851|36101213|36101317|36101663|36102851	2.5547201505724603e-6	0.291	0.6763333333333333	0.385	2345	NA	NA	NA	NA	36101213	36101317	36101663	36102851	NA	NA	NA	NA	NA	NA	NA	36101213	36102851	142,209,211,69,117,70	106,112,78,27,63,39	118,155,161,39,100,64	75,69,43,81,80,117	NA	NA	NA	NA	NA	497	chr19	+	NA	NA	NA	NA	NA	NA	497	310,437,313	78,39,137	183,190,171	76,68,84	495	149	0.0282553925645	0.08148725677985458	0.545,0.771,0.407	0.42,0.457,0.38	0.155	NA	NA	NA	NA	0.08148725677985458	0.155	0.5743333333333334	0.419	2086	NA	NA	NA	NA	36101213	36101317	36101663	36102851	NA	NA	NA	NA	NA	NA	NA	36101213	36102851	185,153,123,73,92,61	67,131,73,52,42,58	58,153,117,58,56,52	78,39,137,76,68,84	NA	NA	NA	NA	NA
511	ENSG00000167604.15	NFKBID	chr19	-	NA	NA	NA	NA	NA	NA	511	101,73,82	44,50,67	8,7,6	17,30,18	230	149	1.03842573429e-8	2.69814686553656e-7	0.598,0.486,0.442	0.234,0.131,0.178	0.328	NA	NA	NA	NA	RI	chr19|-|35896725|35897058|35896725|35896831|35896912|35897058	2.69814686553656e-7	0.328	0.5086666666666666	0.181	503	NA	NA	NA	NA	35896725	35896831	35896912	35897058	NA	NA	NA	NA	NA	NA	NA	35896725	35897058	64,51,45,5,7,0	54,28,46,5,0,6	0,0,0,0,0,0	44,50,67,17,30,18	NA	NA	NA	NA	NA	511	chr19	-	NA	NA	NA	NA	NA	NA	511	113,110,89	90,50,72	12,12,1	9,14,15	230	149	0.022667632374	0.06820619427333632	0.449,0.588,0.445	0.463,0.357,0.041	0.207	NA	NA	NA	NA	0.06820619427333632	0.207	0.494	0.28700000000000003	587	NA	NA	NA	NA	35896725	35896831	35896912	35897058	NA	NA	NA	NA	NA	NA	NA	35896725	35897058	63,79,62,0,2,1	53,49,42,12,12,0	0,0,0,0,0,0	90,50,72,9,14,15	NA	NA	NA	NA	NA
520	ENSG00000161265.15	U2AF1L4	chr19	-	NA	NA	NA	NA	NA	NA	520	48,28,25	0,0,0	15,13,17	10,0,2	239	149	6.65988365023e-6	7.945215280780226e-5	1.0,1.0,1.0	0.483,1.0,0.841	0.225	NA	NA	NA	NA	RI	chr19|-|35743154|35743345|35743154|35743205|35743295|35743345	7.945215280780226e-5	0.225	1	0.7746666666666666	158	NA	NA	NA	NA	35743154	35743205	35743295	35743345	NA	NA	NA	NA	NA	NA	NA	35743154	35743345	28,9,25,12,6,9	22,20,22,7,11,11	0,0,0,0,0,0	0,0,0,10,0,2	NA	NA	NA	NA	NA	520	chr19	-	NA	NA	NA	NA	NA	NA	520	20,13,10	0,1,0	5,5,42	0,0,0	239	149	1	1	1.0,0.89,1.0	1.0,1.0,1.0	-0.037	NA	NA	NA	NA	1	-0.037	0.9633333333333334	1	96	NA	NA	NA	NA	35743154	35743205	35743295	35743345	NA	NA	NA	NA	NA	NA	NA	35743154	35743345	14,12,0,4,1,35	17,6,10,5,5,32	0,0,0,0,0,0	0,1,0,0,0,0	NA	NA	NA	NA	NA
532	ENSG00000105677.12	TMEM147	chr19	+	NA	NA	NA	NA	NA	NA	532	150,249,176	46,64,58	63,71,86	28,49,64	285	149	2.97862157677e-5	2.9038008757954e-4	0.63,0.67,0.613	0.541,0.431,0.413	0.176	NA	NA	NA	NA	RI	chr19|+|35546671|35547029|35546671|35546808|35546944|35547029	2.9038008757954e-4	0.176	0.6376666666666667	0.46166666666666667	1104	NA	NA	NA	NA	35546671	35546808	35546944	35547029	NA	NA	NA	NA	NA	NA	NA	35546671	35547029	55,177,73,34,28,30	98,86,108,29,45,58	0,0,2,0,0,0	46,64,58,28,49,64	NA	NA	NA	NA	NA	532	chr19	+	NA	NA	NA	NA	NA	NA	532	126,208,260	25,69,65	76,74,67	14,33,37	285	149	0.207860382945	0.3890041864271208	0.725,0.612,0.677	0.739,0.54,0.486	0.083	NA	NA	NA	NA	0.3890041864271208	0.083	0.6713333333333333	0.5883333333333334	1054	NA	NA	NA	NA	35546671	35546808	35546944	35547029	NA	NA	NA	NA	NA	NA	NA	35546671	35547029	61,96,153,44,22,32	65,109,110,32,52,35	0,8,0,0,0,0	25,69,65,14,33,37	NA	NA	NA	NA	NA
545	ENSG00000105698.16	USF2	chr19	+	NA	NA	NA	NA	NA	NA	545	193,242,288	10,3,8	39,88,73	7,10,23	326	149	2.31714547549e-9	7.212556373454153e-8	0.898,0.974,0.943	0.718,0.801,0.592	0.235	NA	NA	NA	NA	RI	chr19|+|35278697|35279074|35278697|35278792|35278969|35279074	7.212556373454153e-8	0.235	0.9383333333333334	0.7036666666666667	984	NA	NA	NA	NA	35278697	35278792	35278969	35279074	NA	NA	NA	NA	NA	NA	NA	35278697	35279074	37,29,16,1,12,3	151,197,266,38,76,70	5,16,6,0,0,0	10,3,8,7,10,23	NA	NA	NA	NA	NA	545	chr19	+	NA	NA	NA	NA	NA	NA	545	160,225,288	11,20,17	79,106,99	4,6,1	326	149	0.0222775425273	0.06733437403521757	0.869,0.837,0.886	0.9,0.89,0.978	-0.059	NA	NA	NA	NA	0.06733437403521757	-0.059	0.864	0.9226666666666666	1016	NA	NA	NA	NA	35278697	35278792	35278969	35279074	NA	NA	NA	NA	NA	NA	NA	35278697	35279074	34,29,39,0,9,0	119,191,245,79,97,96	7,5,4,0,0,3	11,20,17,4,6,1	NA	NA	NA	NA	NA
560	ENSG00000105655.19	ISYNA1	chr19	-	NA	NA	NA	NA	NA	NA	560	6,4,10	0,0,0	32,18,45	7,3,3	248	149	1.0505012346e-5	0.00011585743831955001	1.0,1.0,1.0	0.733,0.783,0.9	0.195	NA	NA	NA	NA	RI	chr19|-|18437598|18437988|18437598|18437760|18437859|18437988	0.00011585743831955001	0.195	1	0.8053333333333333	128	NA	NA	NA	NA	18437598	18437760	18437859	18437988	NA	NA	NA	NA	NA	NA	NA	18437598	18437988	6,2,10,25,16,32	0,2,0,7,5,13	0,0,0,0,0,0	0,0,0,7,3,3	NA	NA	NA	NA	NA	560	chr19	-	NA	NA	NA	NA	NA	NA	560	0,19,6	0,4,0	33,16,14	12,0,1	248	149	1	1	NA,0.741,1.0	0.623,1.0,0.894	0.032	NA	NA	NA	NA	1	0.032	0.8705	0.839	105	NA	NA	NA	NA	18437598	18437760	18437859	18437988	NA	NA	NA	NA	NA	NA	NA	18437598	18437988	0,19,4,26,15,10	0,0,2,10,1,4	0,0,0,0,0,0	0,4,0,12,0,1	NA	NA	NA	NA	NA
561	ENSG00000105655.19	ISYNA1	chr19	-	NA	NA	NA	NA	NA	NA	561	8,12,7	0,0,0	96,22,29	8,2,8	253	149	1.02039143912e-5	1.1355790026649e-4	1.0,1.0,1.0	0.876,0.866,0.681	0.192	NA	NA	NA	NA	RI	chr19|-|18437859|18438162|18437859|18437988|18438092|18438162	1.1355790026649e-4	0.192	1	0.8076666666666666	192	NA	NA	NA	NA	18437859	18437988	18438092	18438162	NA	NA	NA	NA	NA	NA	NA	18437859	18438162	8,5,3,54,9,15	4,7,7,60,13,14	0,0,0,0,0,0	0,0,0,8,2,8	NA	NA	NA	NA	NA	561	chr19	-	NA	NA	NA	NA	NA	NA	561	10,26,12	0,0,0	33,10,36	7,0,0	253	149	0.00392198137276	0.01652815457787692	1.0,1.0,1.0	0.735,1.0,1.0	0.088	NA	NA	NA	NA	0.01652815457787692	0.088	1	0.9116666666666666	134	NA	NA	NA	NA	18437859	18437988	18438092	18438162	NA	NA	NA	NA	NA	NA	NA	18437859	18438162	3,4,5,22,6,28	7,22,7,11,4,17	0,0,0,0,0,0	0,0,0,7,0,0	NA	NA	NA	NA	NA
